batch_id,batch_path,row_order,row_id,doc_id,sent_id
batch_003,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_003.csv,12,1552,0000315545_2016_4,53
batch_003,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_003.csv,13,329,0000317477_2010_4,18
batch_003,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_003.csv,14,330,0000317477_2010_4,19
batch_003,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_003.csv,15,331,0000317477_2010_4,20
batch_003,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_003.csv,16,332,0000317477_2010_4,21
batch_003,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_003.csv,17,333,0000317477_2010_4,22
batch_003,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_003.csv,18,334,0000317477_2010_4,23
batch_003,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_003.csv,19,335,0000317477_2010_4,24
batch_003,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_003.csv,20,336,0000317477_2010_4,25
batch_003,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_003.csv,21,337,0000317477_2010_4,26
batch_003,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_003.csv,22,338,0000317477_2010_4,27
batch_003,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_003.csv,23,339,0000317477_2010_4,28
batch_003,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_003.csv,24,340,0000317477_2010_4,29
batch_003,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_003.csv,25,341,0000317477_2010_4,30
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,1,342,0000317477_2010_4,32
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,2,343,0000317477_2010_4,34
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,3,348,0000317477_2010_4,41
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,4,611,0000317788_2016_4,21
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,5,612,0000317788_2016_4,22
